,away,bet.result,betting.opportunity,bookie,day,game.result,home,month,outcome,predicted.bookie.rank,predicted.run.rank,predicted.runs,the.bet,year,date
5,SF,100,4.5,9.0,17,UNDER,ARI,5,7.0,6.5,2.0,9.669490413913513,UNDER,2019,2019-05-17
6,MIN,100,3.5,9.0,17,UNDER,SEA,5,8.0,6.5,3.0,9.820196882009123,UNDER,2019,2019-05-17
7,HOU,-100,3.5,9.5,17,UNDER,BOS,5,4.0,11.5,15.0,12.135980379990427,OVER,2019,2019-05-17
8,BAL,-100,3.5,9.0,17,UNDER,CLE,5,6.0,6.5,10.0,10.329213271343798,OVER,2019,2019-05-17
9,MIL,-100,2.5,9.5,17,OVER,ATL,5,20.0,11.5,9.0,10.27760647567704,UNDER,2019,2019-05-17
10,COL,0,1.5,9.0,17,PUSH,PHI,5,9.0,6.5,8.0,10.179646096491917,OVER,2019,2019-05-17
11,KC,-100,1.5,9.5,17,UNDER,LAA,5,7.0,11.5,13.0,10.818246173458938,OVER,2019,2019-05-17
12,CHC,100,1.0,8.0,17,OVER,WSH,5,20.0,3.0,4.0,10.017048843696687,OVER,2019,2019-05-17
13,STL,100,1.0,11.5,17,UNDER,TEX,5,10.0,15.0,14.0,11.038862438972457,UNDER,2019,2019-05-17
14,NYM,100,0.0,6.5,17,OVER,MIA,5,14.0,1.0,1.0,8.708477206298454,OVER,2019,2019-05-17
0,LAD,100,7.5,9.0,20,UNDER,MIL,4,5.0,9.5,2.0,8.634064693579216,UNDER,2019,2019-04-20
1,SF,-100,6.5,7.0,20,UNDER,PIT,4,4.0,2.5,9.0,10.1242404887722,OVER,2019,2019-04-20
2,CIN,-100,5.5,7.0,20,UNDER,SD,4,6.0,2.5,8.0,10.094268960521363,OVER,2019,2019-04-20
3,MIN,-100,5.0,10.0,20,OVER,BAL,4,23.0,12.0,7.0,9.900018221731493,UNDER,2019,2019-04-20
4,TOR,-100,3.5,8.0,20,OVER,OAK,4,11.0,6.5,3.0,9.31317267868566,UNDER,2019,2019-04-20
5,HOU,100,2.0,9.5,20,OVER,TEX,4,13.0,11.0,13.0,10.4513079311867,OVER,2019,2019-04-20
6,ATL,100,2.0,8.5,20,OVER,CLE,4,12.0,8.0,10.0,10.198863251527124,OVER,2019,2019-04-20
7,SEA,100,1.5,9.0,20,OVER,LAA,4,11.0,9.5,11.0,10.295207800938831,OVER,2019,2019-04-20
8,ARI,-100,1.5,7.0,20,UNDER,CHC,4,6.0,2.5,4.0,9.639969473396137,OVER,2019,2019-04-20
9,BOS,-100,1.5,8.0,20,OVER,TB,4,11.0,6.5,5.0,9.73973195637258,UNDER,2019,2019-04-20
10,WSH,-100,1.5,7.0,20,OVER,MIA,4,12.0,2.5,1.0,8.508562341328306,UNDER,2019,2019-04-20
11,ATL,100,1.0,7.5,20,OVER,CLE,4,15.0,5.0,6.0,9.853457664127873,OVER,2019,2019-04-20
12,PHI,-100,1.0,10.5,20,OVER,COL,4,13.0,13.0,12.0,10.419109571694571,UNDER,2019,2019-04-20
0,STL,100,3.0,8.5,29,OVER,WSH,4,9.0,4.0,7.0,10.266921775483953,OVER,2019,2019-04-29
1,COL,100,3.0,9.0,29,UNDER,MIL,4,6.0,7.0,4.0,9.461629857628347,UNDER,2019,2019-04-29
2,HOU,100,1.0,8.5,29,UNDER,MIN,4,1.0,4.0,3.0,9.423874503311428,UNDER,2019,2019-04-29
3,OAK,100,1.0,9.0,29,OVER,BOS,4,13.0,7.0,8.0,10.457393800002832,OVER,2019,2019-04-29
4,SD,100,1.0,9.0,29,UNDER,ATL,4,4.0,7.0,6.0,9.889564841222466,UNDER,2019,2019-04-29
5,BAL,-100,1.0,8.5,29,UNDER,CWS,4,8.0,4.0,5.0,9.795848265530843,OVER,2019,2019-04-29
6,CIN,-100,0.5,7.5,29,OVER,NYM,4,9.0,1.5,1.0,8.713738116316456,UNDER,2019,2019-04-29
7,LAD,-100,0.5,7.5,29,UNDER,SF,4,5.0,1.5,2.0,9.097004896000096,OVER,2019,2019-04-29
0,TB,-100,4.0,7.5,8,UNDER,CWS,4,6.0,2.0,6.0,10.195587822032943,OVER,2019,2019-04-08
1,MIL,100,3.0,9.0,8,UNDER,LAA,4,7.0,6.0,3.0,9.295924405549346,UNDER,2019,2019-04-08
2,SD,100,3.0,7.0,8,OVER,SF,4,11.0,1.0,4.0,9.453221349282504,OVER,2019,2019-04-08
3,NYY,100,2.5,8.0,8,UNDER,HOU,4,7.0,3.5,1.0,8.589048522244411,UNDER,2019,2019-04-08
4,LAD,100,1.5,8.0,8,UNDER,STL,4,7.0,3.5,2.0,8.934772983702992,UNDER,2019,2019-04-08
5,ATL,100,0.0,11.0,8,OVER,COL,4,14.0,7.0,7.0,10.274260949857037,OVER,2019,2019-04-08
6,PIT,100,0.0,8.5,8,OVER,CHC,4,10.0,5.0,5.0,10.16153610439862,OVER,2019,2019-04-08
0,NYY,-100,0.5,9.0,7,OVER,BAL,4,18.0,3.5,3.0,9.412768495214511,UNDER,2019,2019-04-07
1,MIN,-100,0.5,8.5,7,UNDER,PHI,4,3.0,1.5,2.0,9.379156059211633,OVER,2019,2019-04-07
2,KC,-100,0.5,9.0,7,UNDER,DET,4,4.0,3.5,4.0,9.508279970969415,OVER,2019,2019-04-07
3,OAK,-100,0.5,8.5,7,OVER,HOU,4,17.0,1.5,1.0,8.966812458540709,UNDER,2019,2019-04-07
0,OAK,0,5.0,4444.0,21,PUSH,CLE,5,4444.0,6.0,11.0,10.35801146659245,OVER,2019,2019-05-21
1,CWS,0,5.0,4444.0,21,PUSH,HOU,5,4444.0,6.0,1.0,8.630818656288103,UNDER,2019,2019-05-21
2,LAD,0,4.0,4444.0,21,PUSH,TB,5,4444.0,6.0,2.0,8.828670586516479,UNDER,2019,2019-05-21
3,PHI,0,4.0,4444.0,21,PUSH,CHC,5,4444.0,6.0,10.0,10.11340022440231,OVER,2019,2019-05-21
4,MIA,0,3.0,4444.0,21,PUSH,DET,5,4444.0,6.0,9.0,9.966989999415182,OVER,2019,2019-05-21
5,CIN,0,3.0,4444.0,21,PUSH,MIL,5,4444.0,6.0,3.0,9.377900860082317,UNDER,2019,2019-05-21
6,BOS,0,2.0,4444.0,21,PUSH,TOR,5,4444.0,6.0,4.0,9.464493708885037,UNDER,2019,2019-05-21
7,NYY,0,2.0,4444.0,21,PUSH,BAL,5,4444.0,6.0,8.0,9.804622477027456,OVER,2019,2019-05-21
8,MIN,0,1.0,4444.0,21,PUSH,LAA,5,4444.0,6.0,5.0,9.531491941057514,UNDER,2019,2019-05-21
9,ARI,0,1.0,4444.0,21,PUSH,SD,5,4444.0,6.0,7.0,9.790690241306294,OVER,2019,2019-05-21
10,COL,0,0.0,4444.0,21,PUSH,PIT,5,4444.0,6.0,6.0,9.764830552109867,OVER,2019,2019-05-21
